Sex ,Length ,year,river,species
male,565,1974,Salcha,Chum
male,570,1974,Salcha,Chum
male,575,1974,Salcha,Chum
male,575,1974,Salcha,Chum
male,580,1974,Salcha,Chum
male,590,1974,Salcha,Chum
male,590,1974,Salcha,Chum
male,595,1974,Salcha,Chum
male,600,1974,Salcha,Chum
male,605,1974,Salcha,Chum
male,610,1974,Salcha,Chum
male,630,1974,Salcha,Chum
male,640,1974,Salcha,Chum
male,655,1974,Salcha,Chum
male,655,1974,Salcha,Chum
male,670,1974,Salcha,Chum
female,480,1974,Salcha,Chum
female,490,1974,Salcha,Chum
female,500,1974,Salcha,Chum
female,510,1974,Salcha,Chum
female,515,1974,Salcha,Chum
female,520,1974,Salcha,Chum
female,525,1974,Salcha,Chum
female,525,1974,Salcha,Chum
female,530,1974,Salcha,Chum
female,530,1974,Salcha,Chum
female,535,1974,Salcha,Chum
female,540,1974,Salcha,Chum
female,545,1974,Salcha,Chum
female,545,1974,Salcha,Chum
female,550,1974,Salcha,Chum
female,550,1974,Salcha,Chum
female,555,1974,Salcha,Chum
female,555,1974,Salcha,Chum
female,560,1974,Salcha,Chum
female,560,1974,Salcha,Chum
female,565,1974,Salcha,Chum
female,565,1974,Salcha,Chum
female,565,1974,Salcha,Chum
female,570,1974,Salcha,Chum
female,570,1974,Salcha,Chum
female,575,1974,Salcha,Chum
female,580,1974,Salcha,Chum
female,580,1974,Salcha,Chum
female,580,1974,Salcha,Chum
female,585,1974,Salcha,Chum
female,595,1974,Salcha,Chum
female,595,1974,Salcha,Chum
female,600,1974,Salcha,Chum
female,605,1974,Salcha,Chum
male,525,1974,Salcha,Chum
male,530,1974,Salcha,Chum
male,545,1974,Salcha,Chum
male,550,1974,Salcha,Chum
male,555,1974,Salcha,Chum
male,560,1974,Salcha,Chum
male,565,1974,Salcha,Chum
male,570,1974,Salcha,Chum
male,570,1974,Salcha,Chum
male,570,1974,Salcha,Chum
male,575,1974,Salcha,Chum
male,580,1974,Salcha,Chum
male,585,1974,Salcha,Chum
male,590,1974,Salcha,Chum
male,600,1974,Salcha,Chum
male,600,1974,Salcha,Chum
male,605,1974,Salcha,Chum
male,610,1974,Salcha,Chum
male,615,1974,Salcha,Chum
male,615,1974,Salcha,Chum
male,630,1974,Salcha,Chum
male,650,1974,Salcha,Chum
male,685,1974,Salcha,Chum
female,480,1974,Salcha,Chum
female,520,1974,Salcha,Chum
female,525,1974,Salcha,Chum
female,535,1974,Salcha,Chum
female,540,1974,Salcha,Chum
female,540,1974,Salcha,Chum
female,545,1974,Salcha,Chum
female,550,1974,Salcha,Chum
female,555,1974,Salcha,Chum
female,560,1974,Salcha,Chum
female,565,1974,Salcha,Chum
female,565,1974,Salcha,Chum
female,570,1974,Salcha,Chum
female,570,1974,Salcha,Chum
female,575,1974,Salcha,Chum
female,575,1974,Salcha,Chum
female,600,1974,Salcha,Chum
female,605,1974,Salcha,Chum
male,520,1974,Salcha,Chum
male,530,1974,Salcha,Chum
male,540,1974,Salcha,Chum
male,540,1974,Salcha,Chum
male,545,1974,Salcha,Chum
male,550,1974,Salcha,Chum
male,555,1974,Salcha,Chum
male,560,1974,Salcha,Chum
male,570,1974,Salcha,Chum
male,570,1974,Salcha,Chum
male,575,1974,Salcha,Chum
male,580,1974,Salcha,Chum
male,580,1974,Salcha,Chum
male,585,1974,Salcha,Chum
male,590,1974,Salcha,Chum
male,595,1974,Salcha,Chum
male,600,1974,Salcha,Chum
male,600,1974,Salcha,Chum
male,610,1974,Salcha,Chum
male,635,1974,Salcha,Chum
male,640,1974,Salcha,Chum
male,645,1974,Salcha,Chum
male,650,1974,Salcha,Chum
female,520,1974,Salcha,Chum
female,530,1974,Salcha,Chum
female,530,1974,Salcha,Chum
female,555,1974,Salcha,Chum
female,560,1974,Salcha,Chum
female,575,1974,Salcha,Chum
male,500,1974,Salcha,Chum
male,565,1974,Salcha,Chum
male,590,1974,Salcha,Chum
female,510,1974,Salcha,Chum
female,520,1974,Salcha,Chum
female,525,1974,Salcha,Chum
female,525,1974,Salcha,Chum
female,530,1974,Salcha,Chum
female,535,1974,Salcha,Chum
female,535,1974,Salcha,Chum
female,540,1974,Salcha,Chum
female,540,1974,Salcha,Chum
female,545,1974,Salcha,Chum
female,550,1974,Salcha,Chum
female,555,1974,Salcha,Chum
female,558,1974,Salcha,Chum
female,560,1974,Salcha,Chum
female,560,1974,Salcha,Chum
female,565,1974,Salcha,Chum
female,570,1974,Salcha,Chum
female,580,1974,Salcha,Chum
female,585,1974,Salcha,Chum
female,585,1974,Salcha,Chum
female,600,1974,Salcha,Chum
female,605,1974,Salcha,Chum
male,485,1974,Salcha,Chum
male,530,1974,Salcha,Chum
male,540,1974,Salcha,Chum
male,545,1974,Salcha,Chum
male,550,1974,Salcha,Chum
male,555,1974,Salcha,Chum
male,558,1974,Salcha,Chum
male,560,1974,Salcha,Chum
male,560,1974,Salcha,Chum
male,565,1974,Salcha,Chum
male,570,1974,Salcha,Chum
male,575,1974,Salcha,Chum
male,580,1974,Salcha,Chum
male,580,1974,Salcha,Chum
male,595,1974,Salcha,Chum
male,600,1974,Salcha,Chum
male,600,1974,Salcha,Chum
male,615,1974,Salcha,Chum
male,620,1974,Salcha,Chum
male,620,1974,Salcha,Chum
male,635,1974,Salcha,Chum
female,515,1975,Salcha,Chum
female,530,1975,Salcha,Chum
female,540,1975,Salcha,Chum
female,545,1975,Salcha,Chum
female,550,1975,Salcha,Chum
female,555,1975,Salcha,Chum
female,562,1975,Salcha,Chum
female,565,1975,Salcha,Chum
female,569,1975,Salcha,Chum
female,570,1975,Salcha,Chum
female,573,1975,Salcha,Chum
female,575,1975,Salcha,Chum
female,575,1975,Salcha,Chum
female,590,1975,Salcha,Chum
female,605,1975,Salcha,Chum
female,611,1975,Salcha,Chum
male,510,1975,Salcha,Chum
male,520,1975,Salcha,Chum
male,530,1975,Salcha,Chum
male,540,1975,Salcha,Chum
male,547,1975,Salcha,Chum
male,550,1975,Salcha,Chum
male,550,1975,Salcha,Chum
male,555,1975,Salcha,Chum
male,558,1975,Salcha,Chum
male,560,1975,Salcha,Chum
male,565,1975,Salcha,Chum
male,570,1975,Salcha,Chum
male,570,1975,Salcha,Chum
male,575,1975,Salcha,Chum
male,580,1975,Salcha,Chum
male,590,1975,Salcha,Chum
male,595,1975,Salcha,Chum
male,595,1975,Salcha,Chum
male,600,1975,Salcha,Chum
male,600,1975,Salcha,Chum
male,610,1975,Salcha,Chum
male,610,1975,Salcha,Chum
male,615,1975,Salcha,Chum
male,620,1975,Salcha,Chum
male,625,1975,Salcha,Chum
female,510,1975,Salcha,Chum
female,520,1975,Salcha,Chum
female,530,1975,Salcha,Chum
female,540,1975,Salcha,Chum
female,545,1975,Salcha,Chum
female,555,1975,Salcha,Chum
female,570,1975,Salcha,Chum
female,575,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,585,1975,Salcha,Chum
female,590,1975,Salcha,Chum
female,595,1975,Salcha,Chum
female,600,1975,Salcha,Chum
female,610,1975,Salcha,Chum
male,530,1975,Salcha,Chum
male,540,1975,Salcha,Chum
male,540,1975,Salcha,Chum
male,545,1975,Salcha,Chum
male,560,1975,Salcha,Chum
male,560,1975,Salcha,Chum
male,565,1975,Salcha,Chum
male,570,1975,Salcha,Chum
male,575,1975,Salcha,Chum
male,580,1975,Salcha,Chum
male,585,1975,Salcha,Chum
male,595,1975,Salcha,Chum
male,595,1975,Salcha,Chum
male,600,1975,Salcha,Chum
male,600,1975,Salcha,Chum
male,620,1975,Salcha,Chum
male,630,1975,Salcha,Chum
male,640,1975,Salcha,Chum
male,645,1975,Salcha,Chum
male,650,1975,Salcha,Chum
female,500,1975,Salcha,Chum
female,505,1975,Salcha,Chum
female,510,1975,Salcha,Chum
female,515,1975,Salcha,Chum
female,520,1975,Salcha,Chum
female,535,1975,Salcha,Chum
female,540,1975,Salcha,Chum
female,540,1975,Salcha,Chum
female,545,1975,Salcha,Chum
female,550,1975,Salcha,Chum
female,555,1975,Salcha,Chum
female,560,1975,Salcha,Chum
female,570,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,585,1975,Salcha,Chum
male,530,1975,Salcha,Chum
male,550,1975,Salcha,Chum
male,550,1975,Salcha,Chum
male,560,1975,Salcha,Chum
male,560,1975,Salcha,Chum
male,570,1975,Salcha,Chum
male,575,1975,Salcha,Chum
male,580,1975,Salcha,Chum
male,585,1975,Salcha,Chum
male,600,1975,Salcha,Chum
female,495,1975,Salcha,Chum
female,500,1975,Salcha,Chum
female,510,1975,Salcha,Chum
female,520,1975,Salcha,Chum
female,530,1975,Salcha,Chum
female,540,1975,Salcha,Chum
female,545,1975,Salcha,Chum
female,550,1975,Salcha,Chum
female,555,1975,Salcha,Chum
female,560,1975,Salcha,Chum
female,560,1975,Salcha,Chum
female,565,1975,Salcha,Chum
female,570,1975,Salcha,Chum
female,570,1975,Salcha,Chum
female,575,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,595,1975,Salcha,Chum
female,600,1975,Salcha,Chum
male,480,1975,Salcha,Chum
male,530,1975,Salcha,Chum
male,540,1975,Salcha,Chum
male,550,1975,Salcha,Chum
male,560,1975,Salcha,Chum
male,565,1975,Salcha,Chum
male,565,1975,Salcha,Chum
male,570,1975,Salcha,Chum
male,575,1975,Salcha,Chum
male,580,1975,Salcha,Chum
male,590,1975,Salcha,Chum
male,595,1975,Salcha,Chum
male,600,1975,Salcha,Chum
male,605,1975,Salcha,Chum
male,605,1975,Salcha,Chum
male,610,1975,Salcha,Chum
male,610,1975,Salcha,Chum
male,630,1975,Salcha,Chum
female,510,1975,Salcha,Chum
female,520,1975,Salcha,Chum
female,530,1975,Salcha,Chum
female,535,1975,Salcha,Chum
female,540,1975,Salcha,Chum
female,560,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,590,1975,Salcha,Chum
female,595,1975,Salcha,Chum
female,600,1975,Salcha,Chum
female,605,1975,Salcha,Chum
male,530,1975,Salcha,Chum
male,550,1975,Salcha,Chum
male,555,1975,Salcha,Chum
male,560,1975,Salcha,Chum
male,565,1975,Salcha,Chum
male,570,1975,Salcha,Chum
male,575,1975,Salcha,Chum
male,575,1975,Salcha,Chum
male,580,1975,Salcha,Chum
male,590,1975,Salcha,Chum
male,600,1975,Salcha,Chum
male,610,1975,Salcha,Chum
male,635,1975,Salcha,Chum
female,500,1975,Salcha,Chum
female,515,1975,Salcha,Chum
female,520,1975,Salcha,Chum
female,520,1975,Salcha,Chum
female,530,1975,Salcha,Chum
female,535,1975,Salcha,Chum
female,540,1975,Salcha,Chum
female,545,1975,Salcha,Chum
female,550,1975,Salcha,Chum
female,560,1975,Salcha,Chum
female,570,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,580,1975,Salcha,Chum
female,590,1975,Salcha,Chum
female,590,1975,Salcha,Chum
male,535,1975,Salcha,Chum
male,540,1975,Salcha,Chum
male,550,1975,Salcha,Chum
male,550,1975,Salcha,Chum
male,560,1975,Salcha,Chum
male,565,1975,Salcha,Chum
male,570,1975,Salcha,Chum
male,570,1975,Salcha,Chum
male,575,1975,Salcha,Chum
male,580,1975,Salcha,Chum
male,580,1975,Salcha,Chum
male,585,1975,Salcha,Chum
male,595,1975,Salcha,Chum
male,610,1975,Salcha,Chum
male,645,1975,Salcha,Chum
female,594,1976,Salcha,Chum
female,510,1976,Salcha,Chum
female,525,1976,Salcha,Chum
female,530,1976,Salcha,Chum
female,540,1976,Salcha,Chum
female,548,1976,Salcha,Chum
female,560,1976,Salcha,Chum
female,565,1976,Salcha,Chum
female,575,1976,Salcha,Chum
male,570,1976,Salcha,Chum
male,580,1976,Salcha,Chum
male,580,1976,Salcha,Chum
male,595,1976,Salcha,Chum
male,604,1976,Salcha,Chum
male,615,1976,Salcha,Chum
male,625,1976,Salcha,Chum
female,490,1976,Salcha,Chum
female,520,1976,Salcha,Chum
female,532,1976,Salcha,Chum
female,540,1976,Salcha,Chum
female,545,1976,Salcha,Chum
female,545,1976,Salcha,Chum
female,550,1976,Salcha,Chum
female,553,1976,Salcha,Chum
female,554,1976,Salcha,Chum
female,555,1976,Salcha,Chum
female,565,1976,Salcha,Chum
male,530,1976,Salcha,Chum
male,540,1976,Salcha,Chum
male,540,1976,Salcha,Chum
male,565,1976,Salcha,Chum
male,582,1976,Salcha,Chum
male,583,1976,Salcha,Chum
male,585,1976,Salcha,Chum
male,585,1976,Salcha,Chum
male,594,1976,Salcha,Chum
male,595,1976,Salcha,Chum
male,600,1976,Salcha,Chum
male,603,1976,Salcha,Chum
male,608,1976,Salcha,Chum
male,610,1976,Salcha,Chum
male,613,1976,Salcha,Chum
male,620,1976,Salcha,Chum
male,620,1976,Salcha,Chum
male,641,1976,Salcha,Chum
female,515,1976,Salcha,Chum
female,520,1976,Salcha,Chum
female,520,1976,Salcha,Chum
female,570,1976,Salcha,Chum
male,533,1976,Salcha,Chum
male,563,1976,Salcha,Chum
male,573,1976,Salcha,Chum
male,615,1976,Salcha,Chum
female,550,1976,Salcha,Chum
female,557,1976,Salcha,Chum
male,580,1976,Salcha,Chum
male,590,1976,Salcha,Chum
male,606,1976,Salcha,Chum
female,500,1976,Salcha,Chum
female,503,1976,Salcha,Chum
female,505,1976,Salcha,Chum
female,515,1976,Salcha,Chum
female,520,1976,Salcha,Chum
female,522,1976,Salcha,Chum
female,525,1976,Salcha,Chum
female,525,1976,Salcha,Chum
female,530,1976,Salcha,Chum
female,530,1976,Salcha,Chum
female,532,1976,Salcha,Chum
female,540,1976,Salcha,Chum
female,540,1976,Salcha,Chum
female,543,1976,Salcha,Chum
female,545,1976,Salcha,Chum
female,545,1976,Salcha,Chum
female,550,1976,Salcha,Chum
female,550,1976,Salcha,Chum
female,555,1976,Salcha,Chum
female,557,1976,Salcha,Chum
female,560,1976,Salcha,Chum
female,562,1976,Salcha,Chum
female,563,1976,Salcha,Chum
female,565,1976,Salcha,Chum
female,570,1976,Salcha,Chum
female,577,1976,Salcha,Chum
female,580,1976,Salcha,Chum
female,582,1976,Salcha,Chum
female,583,1976,Salcha,Chum
female,585,1976,Salcha,Chum
female,588,1976,Salcha,Chum
female,590,1976,Salcha,Chum
female,590,1976,Salcha,Chum
female,592,1976,Salcha,Chum
female,610,1976,Salcha,Chum
male,528,1976,Salcha,Chum
male,535,1976,Salcha,Chum
male,543,1976,Salcha,Chum
male,545,1976,Salcha,Chum
male,550,1976,Salcha,Chum
male,550,1976,Salcha,Chum
male,555,1976,Salcha,Chum
male,557,1976,Salcha,Chum
male,562,1976,Salcha,Chum
male,565,1976,Salcha,Chum
male,565,1976,Salcha,Chum
male,570,1976,Salcha,Chum
male,572,1976,Salcha,Chum
male,573,1976,Salcha,Chum
male,573,1976,Salcha,Chum
male,573,1976,Salcha,Chum
male,580,1976,Salcha,Chum
male,580,1976,Salcha,Chum
male,582,1976,Salcha,Chum
male,583,1976,Salcha,Chum
male,585,1976,Salcha,Chum
male,590,1976,Salcha,Chum
male,590,1976,Salcha,Chum
male,593,1976,Salcha,Chum
male,595,1976,Salcha,Chum
male,595,1976,Salcha,Chum
male,600,1976,Salcha,Chum
male,603,1976,Salcha,Chum
male,605,1976,Salcha,Chum
male,605,1976,Salcha,Chum
male,610,1976,Salcha,Chum
male,610,1976,Salcha,Chum
male,612,1976,Salcha,Chum
male,615,1976,Salcha,Chum
male,618,1976,Salcha,Chum
male,620,1976,Salcha,Chum
male,620,1976,Salcha,Chum
male,632,1976,Salcha,Chum
male,638,1976,Salcha,Chum
male,642,1976,Salcha,Chum
male,650,1976,Salcha,Chum
male,653,1976,Salcha,Chum
male,843,1976,Salcha,Chum
female,495,1976,Salcha,Chum
female,507,1976,Salcha,Chum
female,510,1976,Salcha,Chum
female,515,1976,Salcha,Chum
female,520,1976,Salcha,Chum
female,525,1976,Salcha,Chum
female,530,1976,Salcha,Chum
female,530,1976,Salcha,Chum
female,532,1976,Salcha,Chum
female,532,1976,Salcha,Chum
female,533,1976,Salcha,Chum
female,535,1976,Salcha,Chum
female,535,1976,Salcha,Chum
female,535,1976,Salcha,Chum
female,538,1976,Salcha,Chum
female,539,1976,Salcha,Chum
female,540,1976,Salcha,Chum
female,542,1976,Salcha,Chum
female,543,1976,Salcha,Chum
female,545,1976,Salcha,Chum
female,545,1976,Salcha,Chum
female,547,1976,Salcha,Chum
female,550,1976,Salcha,Chum
female,550,1976,Salcha,Chum
female,553,1976,Salcha,Chum
female,553,1976,Salcha,Chum
female,555,1976,Salcha,Chum
female,558,1976,Salcha,Chum
female,559,1976,Salcha,Chum
female,560,1976,Salcha,Chum
female,560,1976,Salcha,Chum
female,562,1976,Salcha,Chum
female,565,1976,Salcha,Chum
female,567,1976,Salcha,Chum
female,567,1976,Salcha,Chum
female,570,1976,Salcha,Chum
female,575,1976,Salcha,Chum
female,582,1976,Salcha,Chum
female,583,1976,Salcha,Chum
female,585,1976,Salcha,Chum
female,590,1976,Salcha,Chum
female,602,1976,Salcha,Chum
female,610,1976,Salcha,Chum
female,635,1976,Salcha,Chum
female,762,1976,Salcha,Chum
male,525,1976,Salcha,Chum
male,530,1976,Salcha,Chum
male,532,1976,Salcha,Chum
male,538,1976,Salcha,Chum
male,540,1976,Salcha,Chum
male,541,1976,Salcha,Chum
male,542,1976,Salcha,Chum
male,545,1976,Salcha,Chum
male,545,1976,Salcha,Chum
male,545,1976,Salcha,Chum
male,553,1976,Salcha,Chum
male,560,1976,Salcha,Chum
male,560,1976,Salcha,Chum
male,562,1976,Salcha,Chum
male,562,1976,Salcha,Chum
male,563,1976,Salcha,Chum
male,565,1976,Salcha,Chum
male,565,1976,Salcha,Chum
male,568,1976,Salcha,Chum
male,570,1976,Salcha,Chum
male,573,1976,Salcha,Chum
male,575,1976,Salcha,Chum
male,575,1976,Salcha,Chum
male,580,1976,Salcha,Chum
male,580,1976,Salcha,Chum
male,582,1976,Salcha,Chum
male,582,1976,Salcha,Chum
male,583,1976,Salcha,Chum
male,583,1976,Salcha,Chum
male,585,1976,Salcha,Chum
male,585,1976,Salcha,Chum
male,587,1976,Salcha,Chum
male,590,1976,Salcha,Chum
male,590,1976,Salcha,Chum
male,592,1976,Salcha,Chum
male,595,1976,Salcha,Chum
male,595,1976,Salcha,Chum
male,600,1976,Salcha,Chum
male,603,1976,Salcha,Chum
male,605,1976,Salcha,Chum
male,610,1976,Salcha,Chum
male,612,1976,Salcha,Chum
male,612,1976,Salcha,Chum
male,612,1976,Salcha,Chum
male,615,1976,Salcha,Chum
male,620,1976,Salcha,Chum
male,625,1976,Salcha,Chum
male,630,1976,Salcha,Chum
male,632,1976,Salcha,Chum
male,640,1976,Salcha,Chum
male,642,1976,Salcha,Chum
male,642,1976,Salcha,Chum
male,643,1976,Salcha,Chum
male,648,1976,Salcha,Chum
male,650,1976,Salcha,Chum
male,653,1976,Salcha,Chum
male,672,1976,Salcha,Chum
male,695,1976,Salcha,Chum
male,540,1977,Salcha,Chum
male,545,1977,Salcha,Chum
male,555,1977,Salcha,Chum
male,565,1977,Salcha,Chum
male,570,1977,Salcha,Chum
male,577,1977,Salcha,Chum
male,595,1977,Salcha,Chum
male,600,1977,Salcha,Chum
male,605,1977,Salcha,Chum
male,610,1977,Salcha,Chum
male,615,1977,Salcha,Chum
male,625,1977,Salcha,Chum
male,645,1977,Salcha,Chum
female,530,1977,Salcha,Chum
female,535,1977,Salcha,Chum
female,535,1977,Salcha,Chum
female,540,1977,Salcha,Chum
female,545,1977,Salcha,Chum
female,550,1977,Salcha,Chum
female,555,1977,Salcha,Chum
female,555,1977,Salcha,Chum
female,555,1977,Salcha,Chum
female,560,1977,Salcha,Chum
female,565,1977,Salcha,Chum
female,565,1977,Salcha,Chum
female,570,1977,Salcha,Chum
female,575,1977,Salcha,Chum
female,580,1977,Salcha,Chum
female,585,1977,Salcha,Chum
female,590,1977,Salcha,Chum
female,590,1977,Salcha,Chum
female,595,1977,Salcha,Chum
female,600,1977,Salcha,Chum
female,605,1977,Salcha,Chum
female,610,1977,Salcha,Chum
female,620,1977,Salcha,Chum
female,630,1977,Salcha,Chum
female,,1977,Salcha,Chum
male,545,1977,Salcha,Chum
male,555,1977,Salcha,Chum
male,575,1977,Salcha,Chum
male,585,1977,Salcha,Chum
male,590,1977,Salcha,Chum
male,600,1977,Salcha,Chum
male,600,1977,Salcha,Chum
male,610,1977,Salcha,Chum
male,615,1977,Salcha,Chum
male,620,1977,Salcha,Chum
male,620,1977,Salcha,Chum
male,630,1977,Salcha,Chum
male,635,1977,Salcha,Chum
male,650,1977,Salcha,Chum
female,510,1977,Salcha,Chum
female,540,1977,Salcha,Chum
female,540,1977,Salcha,Chum
female,545,1977,Salcha,Chum
female,555,1977,Salcha,Chum
female,555,1977,Salcha,Chum
female,560,1977,Salcha,Chum
female,565,1977,Salcha,Chum
female,570,1977,Salcha,Chum
female,575,1977,Salcha,Chum
female,580,1977,Salcha,Chum
female,585,1977,Salcha,Chum
female,595,1977,Salcha,Chum
female,600,1977,Salcha,Chum
female,600,1977,Salcha,Chum
female,605,1977,Salcha,Chum
female,610,1977,Salcha,Chum
female,615,1977,Salcha,Chum
male,570,1977,Salcha,Chum
male,575,1977,Salcha,Chum
male,585,1977,Salcha,Chum
male,600,1977,Salcha,Chum
male,610,1977,Salcha,Chum
male,615,1977,Salcha,Chum
male,620,1977,Salcha,Chum
male,630,1977,Salcha,Chum
male,645,1977,Salcha,Chum
male,685,1977,Salcha,Chum
female,,1977,Salcha,Chum
male,,1977,Salcha,Chum
female,520,1978,Salcha,Chum
female,540,1978,Salcha,Chum
female,553,1978,Salcha,Chum
female,562,1978,Salcha,Chum
female,570,1978,Salcha,Chum
female,574,1978,Salcha,Chum
female,580,1978,Salcha,Chum
female,590,1978,Salcha,Chum
male,500,1978,Salcha,Chum
male,530,1978,Salcha,Chum
male,540,1978,Salcha,Chum
male,548,1978,Salcha,Chum
male,565,1978,Salcha,Chum
male,575,1978,Salcha,Chum
male,575,1978,Salcha,Chum
male,585,1978,Salcha,Chum
male,585,1978,Salcha,Chum
male,590,1978,Salcha,Chum
male,605,1978,Salcha,Chum
male,608,1978,Salcha,Chum
male,612,1978,Salcha,Chum
male,615,1978,Salcha,Chum
male,632,1978,Salcha,Chum
male,635,1978,Salcha,Chum
male,640,1978,Salcha,Chum
male,655,1978,Salcha,Chum
male,660,1978,Salcha,Chum
male,765,1978,Salcha,Chum
female,530,1978,Salcha,Chum
female,530,1978,Salcha,Chum
female,530,1978,Salcha,Chum
female,535,1978,Salcha,Chum
female,535,1978,Salcha,Chum
female,540,1978,Salcha,Chum
female,540,1978,Salcha,Chum
female,540,1978,Salcha,Chum
female,545,1978,Salcha,Chum
female,550,1978,Salcha,Chum
female,550,1978,Salcha,Chum
female,555,1978,Salcha,Chum
female,555,1978,Salcha,Chum
female,555,1978,Salcha,Chum
female,560,1978,Salcha,Chum
female,560,1978,Salcha,Chum
female,565,1978,Salcha,Chum
female,570,1978,Salcha,Chum
female,570,1978,Salcha,Chum
female,570,1978,Salcha,Chum
female,575,1978,Salcha,Chum
female,575,1978,Salcha,Chum
female,580,1978,Salcha,Chum
female,590,1978,Salcha,Chum
female,595,1978,Salcha,Chum
female,600,1978,Salcha,Chum
female,605,1978,Salcha,Chum
female,605,1978,Salcha,Chum
female,605,1978,Salcha,Chum
female,610,1978,Salcha,Chum
female,615,1978,Salcha,Chum
female,615,1978,Salcha,Chum
female,625,1978,Salcha,Chum
female,630,1978,Salcha,Chum
female,630,1978,Salcha,Chum
female,640,1978,Salcha,Chum
female,650,1978,Salcha,Chum
male,540,1978,Salcha,Chum
male,545,1978,Salcha,Chum
male,545,1978,Salcha,Chum
male,545,1978,Salcha,Chum
male,555,1978,Salcha,Chum
male,560,1978,Salcha,Chum
male,560,1978,Salcha,Chum
male,565,1978,Salcha,Chum
male,570,1978,Salcha,Chum
male,570,1978,Salcha,Chum
male,570,1978,Salcha,Chum
male,575,1978,Salcha,Chum
male,580,1978,Salcha,Chum
male,580,1978,Salcha,Chum
male,585,1978,Salcha,Chum
male,590,1978,Salcha,Chum
male,590,1978,Salcha,Chum
male,590,1978,Salcha,Chum
male,595,1978,Salcha,Chum
male,600,1978,Salcha,Chum
male,600,1978,Salcha,Chum
male,600,1978,Salcha,Chum
male,605,1978,Salcha,Chum
male,605,1978,Salcha,Chum
male,608,1978,Salcha,Chum
male,610,1978,Salcha,Chum
male,610,1978,Salcha,Chum
male,610,1978,Salcha,Chum
male,615,1978,Salcha,Chum
male,615,1978,Salcha,Chum
male,618,1978,Salcha,Chum
male,620,1978,Salcha,Chum
male,625,1978,Salcha,Chum
male,625,1978,Salcha,Chum
male,630,1978,Salcha,Chum
male,635,1978,Salcha,Chum
male,640,1978,Salcha,Chum
male,640,1978,Salcha,Chum
male,645,1978,Salcha,Chum
male,650,1978,Salcha,Chum
male,665,1978,Salcha,Chum
male,675,1978,Salcha,Chum
male,690,1978,Salcha,Chum
female,515,1978,Salcha,Chum
female,520,1978,Salcha,Chum
female,525,1978,Salcha,Chum
female,530,1978,Salcha,Chum
female,530,1978,Salcha,Chum
female,535,1978,Salcha,Chum
female,545,1978,Salcha,Chum
female,545,1978,Salcha,Chum
female,555,1978,Salcha,Chum
female,560,1978,Salcha,Chum
female,565,1978,Salcha,Chum
female,570,1978,Salcha,Chum
female,575,1978,Salcha,Chum
female,580,1978,Salcha,Chum
female,585,1978,Salcha,Chum
female,590,1978,Salcha,Chum
female,590,1978,Salcha,Chum
female,590,1978,Salcha,Chum
female,595,1978,Salcha,Chum
female,600,1978,Salcha,Chum
female,600,1978,Salcha,Chum
female,605,1978,Salcha,Chum
female,610,1978,Salcha,Chum
female,610,1978,Salcha,Chum
female,625,1978,Salcha,Chum
female,630,1978,Salcha,Chum
female,635,1978,Salcha,Chum
female,635,1978,Salcha,Chum
male,535,1978,Salcha,Chum
male,550,1978,Salcha,Chum
male,550,1978,Salcha,Chum
male,565,1978,Salcha,Chum
male,570,1978,Salcha,Chum
male,575,1978,Salcha,Chum
male,580,1978,Salcha,Chum
male,590,1978,Salcha,Chum
male,595,1978,Salcha,Chum
male,600,1978,Salcha,Chum
male,605,1978,Salcha,Chum
male,610,1978,Salcha,Chum
male,615,1978,Salcha,Chum
male,615,1978,Salcha,Chum
male,620,1978,Salcha,Chum
male,620,1978,Salcha,Chum
male,630,1978,Salcha,Chum
male,640,1978,Salcha,Chum
male,645,1978,Salcha,Chum
male,650,1978,Salcha,Chum
male,650,1978,Salcha,Chum
male,655,1978,Salcha,Chum
male,655,1978,Salcha,Chum
male,680,1978,Salcha,Chum
male,695,1978,Salcha,Chum
female,530,1978,Salcha,Chum
female,545,1978,Salcha,Chum
female,550,1978,Salcha,Chum
female,550,1978,Salcha,Chum
female,555,1978,Salcha,Chum
female,560,1978,Salcha,Chum
female,565,1978,Salcha,Chum
female,565,1978,Salcha,Chum
female,570,1978,Salcha,Chum
female,575,1978,Salcha,Chum
female,580,1978,Salcha,Chum
female,585,1978,Salcha,Chum
female,590,1978,Salcha,Chum
female,590,1978,Salcha,Chum
female,595,1978,Salcha,Chum
female,600,1978,Salcha,Chum
female,605,1978,Salcha,Chum
female,610,1978,Salcha,Chum
female,615,1978,Salcha,Chum
female,625,1978,Salcha,Chum
female,625,1978,Salcha,Chum
female,630,1978,Salcha,Chum
female,645,1978,Salcha,Chum
female,685,1978,Salcha,Chum
male,535,1978,Salcha,Chum
male,565,1978,Salcha,Chum
male,565,1978,Salcha,Chum
male,570,1978,Salcha,Chum
male,575,1978,Salcha,Chum
male,580,1978,Salcha,Chum
male,585,1978,Salcha,Chum
male,585,1978,Salcha,Chum
male,590,1978,Salcha,Chum
